# First column -- energy in center of bin, bin
#             width 0.05 MeV. Bins start from
#             1.800000 and end at 13.000000
#             MeV
# Second column -- antineutrino spectrum for Pu239, Huber model at given point
# 
E N_per_fission_per_MeV
5.425000000000003375e+00 3.929069999999982438e-02
5.475000000000003197e+00 3.671529999999983279e-02
5.525000000000003908e+00 3.480072999999989786e-02
5.575000000000003730e+00 3.354698999999990161e-02
5.625000000000003553e+00 3.229324999999991230e-02
5.675000000000003375e+00 3.103950999999991606e-02
5.725000000000004086e+00 2.978576999999989899e-02
5.775000000000003908e+00 2.816216999999984413e-02
5.825000000000003730e+00 2.616870999999985209e-02
5.875000000000003553e+00 2.417524999999986005e-02
5.925000000000003375e+00 2.218178999999986453e-02
5.975000000000004086e+00 2.018832999999983779e-02
6.025000000000003908e+00 1.855731999999990153e-02
6.075000000000003730e+00 1.728875999999990656e-02
6.125000000000004441e+00 1.602019999999988731e-02
6.175000000000004263e+00 1.475163999999989234e-02
6.225000000000004086e+00 1.348307999999989737e-02
6.275000000000003908e+00 1.256235599999995511e-02
6.325000000000003730e+00 1.198946799999995802e-02
6.375000000000004441e+00 1.141657999999994878e-02
6.425000000000004263e+00 1.084369199999994995e-02
6.475000000000004086e+00 1.027080399999995286e-02
6.525000000000004796e+00 9.740076999999952925e-03
6.575000000000004619e+00 9.251510999999955354e-03
6.625000000000004441e+00 8.762944999999956047e-03
6.675000000000004263e+00 8.274378999999958476e-03
6.725000000000004086e+00 7.785812999999960904e-03
6.775000000000004796e+00 7.285169999999951095e-03
6.825000000000004619e+00 6.772449999999952466e-03
6.875000000000004441e+00 6.259729999999954705e-03
6.925000000000005151e+00 5.747009999999947404e-03
6.975000000000004974e+00 5.234289999999948775e-03
7.025000000000004796e+00 4.806171999999967089e-03
7.075000000000004619e+00 4.462655999999968516e-03
7.125000000000004441e+00 4.119139999999969944e-03
7.175000000000005151e+00 3.775623999999964432e-03
7.225000000000004974e+00 3.432107999999965860e-03
7.275000000000004796e+00 3.129307999999974763e-03
7.325000000000005507e+00 2.867223999999971192e-03
7.375000000000005329e+00 2.605139999999971957e-03
7.425000000000005151e+00 2.343055999999972723e-03
7.475000000000004974e+00 2.080971999999973922e-03
7.525000000000004796e+00 1.839646099999978687e-03
7.575000000000005507e+00 1.619078299999975523e-03
7.625000000000005329e+00 1.398510499999976262e-03
7.675000000000005151e+00 1.177942699999977218e-03
7.725000000000005862e+00 9.573748999999740546e-04
7.775000000000005684e+00 8.211180999999940925e-04
7.825000000000005507e+00 7.691722999999942890e-04
7.875000000000005329e+00 7.172264999999944856e-04
7.925000000000005151e+00 6.652806999999946822e-04
7.975000000000005862e+00 6.133348999999939030e-04
8.025000000000005684e+00 5.662437530531380962e-04
8.075000000000006395e+00 5.262578407552772741e-04
8.125000000000007105e+00 4.890955767072576246e-04
8.175000000000006040e+00 4.545575659476897728e-04
8.225000000000006750e+00 4.224584940050670097e-04
8.275000000000005684e+00 3.926261325888213559e-04
8.325000000000006395e+00 3.649004154945586055e-04
8.375000000000007105e+00 3.391325797652533481e-04
8.425000000000006040e+00 3.151843675002649571e-04
8.475000000000006750e+00 2.929272840294657007e-04
8.525000000000007461e+00 2.722419084722123859e-04
8.575000000000006395e+00 2.530172529819286120e-04
8.625000000000007105e+00 2.351501672383237449e-04
8.675000000000006040e+00 2.185447849920381554e-04
8.725000000000006750e+00 2.031120096921287213e-04
8.775000000000007461e+00 1.887690364365287698e-04
8.825000000000006395e+00 1.754389076804871515e-04
8.875000000000007105e+00 1.630501003191348953e-04
8.925000000000007816e+00 1.515361419286629621e-04
8.975000000000006750e+00 1.408352541070417396e-04
9.025000000000007461e+00 1.308900210006155146e-04
9.075000000000006395e+00 1.216470812380562221e-04
9.125000000000007105e+00 1.130568416187253641e-04
9.175000000000007816e+00 1.050732110192450754e-04
9.225000000000006750e+00 9.765335309054192056e-05
9.275000000000007461e+00 9.075745641845269992e-05
9.325000000000008171e+00 8.434852091469148127e-05
9.375000000000007105e+00 7.839215929204508060e-05
9.425000000000007816e+00 7.285641255861037037e-05
9.475000000000006750e+00 6.771157854110936361e-05
9.525000000000007461e+00 6.293005251720913706e-05
9.575000000000008171e+00 5.848617910176711742e-05
9.625000000000007105e+00 5.435611459228604467e-05
9.675000000000007816e+00 5.051769903499210649e-05
9.725000000000008527e+00 4.695033732510785169e-05
9.775000000000007461e+00 4.363488870335417561e-05
9.825000000000008171e+00 4.055356405577692882e-05
9.875000000000008882e+00 3.768983046585809376e-05
9.925000000000007816e+00 3.502832250678029842e-05
9.975000000000008527e+00 3.255475979788475149e-05
1.002500000000000746e+01 3.025587038296890553e-05
1.007500000000000817e+01 2.811931951930695420e-05
1.012500000000000888e+01 2.613364349531200362e-05
1.017500000000000782e+01 2.428818812173366037e-05
1.022500000000000853e+01 2.257305156636675572e-05
1.027500000000000924e+01 2.097903122554875145e-05
1.032500000000000817e+01 1.949757434738318384e-05
1.037500000000000888e+01 1.812073214175743339e-05
1.042500000000000959e+01 1.684111713093127004e-05
1.047500000000000853e+01 1.565186351185918480e-05
1.052500000000000924e+01 1.454659031757008887e-05
1.057500000000000817e+01 1.351936717994607413e-05
1.062500000000000888e+01 1.256468251019893801e-05
1.067500000000000959e+01 1.167741392631730289e-05
1.072500000000000853e+01 1.085280076881071039e-05
1.077500000000000924e+01 1.008641855728440230e-05
1.082500000000000817e+01 9.374155250790629077e-06
1.087500000000000888e+01 8.712189184580486012e-06
1.092500000000000959e+01 8.096968564876245037e-06
1.097500000000000853e+01 7.525192411641956177e-06
1.102500000000000924e+01 6.993792847101055111e-06
1.107500000000000995e+01 6.499918634969401951e-06
1.112500000000000888e+01 6.040919882082990555e-06
1.117500000000000959e+01 5.614333820336705809e-06
1.122500000000001030e+01 5.217871592646875589e-06
1.127500000000000924e+01 4.849405972037206516e-06
1.132500000000000995e+01 4.506959947954703413e-06
1.137500000000000888e+01 4.188696118575252176e-06
1.142500000000000959e+01 3.892906832182855605e-06
1.147500000000001030e+01 3.618005024726096056e-06
1.152500000000000924e+01 3.362515704390340096e-06
1.157500000000000995e+01 3.125068037496054195e-06
1.162500000000000888e+01 2.904387993259988771e-06
1.167500000000000959e+01 2.699291507954383296e-06
1.172500000000001030e+01 2.508678131786513063e-06
1.177500000000000924e+01 2.331525124410622635e-06
1.182500000000000995e+01 2.166881967391646303e-06
1.187500000000001066e+01 2.013865264177249366e-06
1.192500000000000959e+01 1.871654000213793034e-06
1.197500000000001030e+01 1.739485137774323648e-06
1.202500000000001101e+01 1.616649521862547279e-06
1.207500000000000995e+01 1.502488075225792786e-06
1.212500000000001066e+01 1.396388262061192063e-06
1.217500000000000959e+01 1.297780801441136465e-06
1.222500000000001030e+01 1.206136612823654432e-06
1.227500000000001101e+01 1.120963977258912376e-06
1.232500000000000995e+01 1.041805899060162457e-06
1.237500000000001066e+01 9.682376537831069500e-07
1.242500000000000959e+01 8.998645093573993685e-07
1.247500000000001030e+01 8.363196081428409045e-07
1.252500000000001101e+01 7.772619985464953423e-07
1.257500000000000995e+01 7.223748056392702069e-07
1.262500000000001066e+01 6.713635309563591635e-07
1.267500000000001137e+01 6.239544723591441880e-07
1.272500000000001030e+01 5.798932554802201829e-07
1.277500000000001101e+01 5.389434688720179451e-07
1.282500000000001172e+01 5.008853955358886340e-07
1.287500000000001066e+01 4.655148340256111031e-07
1.292500000000001137e+01 4.326420027999489776e-07
1.297500000000001030e+01 4.020905219455443149e-07
